,Q,A,label
27173,동서대 / 장제국,org:top_members/employees,1
27174,김교각 / 지장보살,per:alternate_names,12
27175,MinAtom / 원자력부,org:alternate_names,5
27176,인민전선 / 마누엘 아사냐,org:top_members/employees,1
27177,할트마긴 바툴가 / 민주당,per:employee_of,6
27178,FC 바젤 / 스위스 슈퍼리그,org:member_of,20
27179,고카메야마 천황 / 고코마쓰 천황,no_relation,0
27180,목포대학교 / 국립대학,org:member_of,20
27181,신세계 / 까사미아,org:members,2
27182,허버트 조지 웰스 / 과학 소설,per:product,8
27183,한게임 / NHN,org:member_of,20
27184,정의정책연구소 / 정의당,no_relation,0
27185,박능후 / 보건복지부 장관,per:title,4
27186,뉴질랜드 / 웰링턴,no_relation,0
27187,라마 6세 / 마하 와치랄롱꼰,no_relation,0
27188,이태영 / 정일형,per:spouse,17
27189,익산시 / 전라북도,org:member_of,20
27190,견미리 / 1965년 1월 27일,per:date_of_birth,25
27191,대안정치연대 / 민주평화당,org:member_of,20
27192,국제축구연맹 / FIFA,org:alternate_names,5
27193,박하선 / 키이스트,per:employee_of,6
27194,아일랜드 / 더블린,no_relation,0
27195,후쿠오카 소프트뱅크 호크스 / 퍼시픽 리그,org:member_of,20
27196,칭기즈 칸 / 보르지긴,no_relation,0
27197,컬럼비아 대학교 / 미국 뉴욕주,org:place_of_headquarters,7
27198,타블로 / 에픽하이,per:employee_of,6
27199,그랜드 트렁크 / 캐나다 내셔널 철도,org:member_of,20
27200,월트 디즈니 / 애니메이터,org:top_members/employees,1
27201,데이비드 하버 / 1975년 4월 10일,per:date_of_birth,25
27202,전상현 / 7600만원,no_relation,0
27203,김완주 / 공무원,per:title,4
27204,샌디에이고 파드리스 / 2016년,no_relation,0
27205,모문룡 / 명나라,no_relation,0
27206,손호준 / YG엔터테인먼트,per:employee_of,6
27207,노무현 / 권양숙,per:spouse,17
27208,유재웅 / 외야수,per:title,4
27209,365플러스 / 홈플러스,org:member_of,20
27210,통일민주당 / 김대중,org:top_members/employees,1
27211,진종오 / 1979년 9월 24일,per:date_of_birth,25
27212,오스트리아 연방국 / 가톨릭,no_relation,0
27213,고양시 / 경기도,org:member_of,20
27214,국가균형발전위원회 / 송재호,org:top_members/employees,1
27215,김형오 / 미래통합당 공천관리위원장,per:title,4
27216,뉴욕 양키스 / 1998,no_relation,0
27217,정동영 / 민생당,per:employee_of,6
27218,정일권 / 박정희,no_relation,0
27219,광주광역시 / 장휘국,org:top_members/employees,1
27220,아사카노미야 야스히코 / 1887년 10월 2일,per:date_of_birth,25
27221,MBC경남 진주방송 / MBC경남 진주방송,org:alternate_names,5
27222,가토 다카아키 / 헌정회,per:employee_of,6
27223,서보민 / 2012년,no_relation,0
27224,알렉산더 해밀턴 / 연방주의자,no_relation,0
27225,강명도 / 김일성,per:other_family,13
27226,홍주찬 / 울림 엔터테인먼트,per:employee_of,6
27227,아바스 왕조 / 오스만 제국,no_relation,0
27228,박남춘 / 인천광역시장,per:title,4
27229,이루마 / 개신교,per:religion,29
27230,신형원 / 1982년,no_relation,0
27231,FK 아우스트리아 빈 / 오스트리아 분데스리가,org:member_of,20
27232,정시아 / 박현정,per:alternate_names,12
27233,푸단 대학 / 상하이,no_relation,0
27234,김민영 / 아옳이,per:product,8
27235,페넬로페 크루스 산체스 / 스페인,per:place_of_birth,26
27236,트레이더스 / 이마트,no_relation,0
27237,KIA타이거즈 / 맷 윌리엄스,org:top_members/employees,1
27238,동아일보 / 김성수,no_relation,0
27239,미래한국당 / 미래통합당,org:member_of,20
27240,현대자동차그룹 / 현대그룹,no_relation,0
27241,구세군교회 / 감리교회,no_relation,0
27242,단국대학교사범대학부속중학교 / 1947년,no_relation,0
27243,채병용 / 2008,no_relation,0
27244,문교부 / 교육부,org:alternate_names,5
27245,말레이시아 / 말레이어,no_relation,0
27246,소피야 벨리카야 / 러시아,per:origin,15
27247,도너번 베일리 / 캐나다,per:origin,15
27248,나치 독일 / 아돌프 히틀러,org:top_members/employees,1
27249,이시종 / 충청북도지사,per:title,4
27250,네이버 / 한성숙,org:top_members/employees,1
27251,태창제 / 1620년,no_relation,0
27252,체코슬로바키아 / 체코어,org:product,3
27253,헨리 튜더 / 에드먼드 튜더,per:parents,21
27254,대광현 / 대인선,no_relation,0
27255,넬슨 만델라 / 남아프리카 공화국,per:origin,15
27256,진에어 / 대한항공,no_relation,0
27257,풋볼리그 / 프리미어리그,org:members,2
27258,노무현 / 대한민국,per:origin,15
27259,중앙정보위 / 중앙정보부,no_relation,0
27260,FC 바이에른 뮌헨 / 2012,no_relation,0
27261,인천 유나이티드 / 인천축구전용경기장,no_relation,0
27262,니컬라 스터전 / 스코틀랜드 국민당,per:employee_of,6
27263,남인순 / 최고위원,per:title,4
27264,추대엽 / 카피추,per:alternate_names,12
27265,오스마르 이바녜스 / 1988년 6월 5일,per:date_of_birth,25
27266,대구은행 / DGB금융그룹,org:member_of,20
27267,심상정 / 정의당,per:employee_of,6
27268,에파메이논다스 / 테바이,no_relation,0
27269,디비시옹 엘리트 / FFBS,org:member_of,20
27270,측천무후 / 당 예종,per:children,10
27271,팔로군 / 국민혁명군,no_relation,0
27272,오그넨 코로만 / 1978년 9월 19일,per:date_of_birth,25
27273,공무원연금공단 / 정남준,org:top_members/employees,1
27274,SE 파우메이라스 / 2016,no_relation,0
27275,창원시 / 경상남도,no_relation,0
27276,난다 왕조 / 마가다 왕국,org:member_of,20
27277,통일부 / 김연철,org:top_members/employees,1
27278,노무현 / 대한민국,per:origin,15
27279,신천지예수교 증거장막성전 / 대한민국,org:place_of_headquarters,7
27280,알발리 / 물병자리,no_relation,0
27281,은성운수 / 양천운수,no_relation,0
27282,인노첸시오 2세 / 호노리오 2세,no_relation,0
27283,네덜란드 / 암스테르담,org:place_of_headquarters,7
27284,패밀리 합창단 / KBS,org:member_of,20
27285,파주시민축구단 / K3리그,org:member_of,20
27286,아틀레티코 마드리드 / 2012,no_relation,0
27287,금호아시아나 / 금호아트홀,org:members,2
27288,안철수 / 국민의당,per:employee_of,6
27289,대한체육회 / 대한민국,org:place_of_headquarters,7
27290,파나메라 / 포르쉐,no_relation,0
27291,최동석 / 아나운서,per:title,4
27292,SAO 크라이나 / 크로아티아,no_relation,0
27293,CR 바스쿠 다 가마 / 1974,no_relation,0
27294,경남대학교 / 박재규,org:top_members/employees,1
27295,대전방송 / TJB,org:alternate_names,5
27296,두러스 / 알바니아,org:place_of_headquarters,7
27297,오마이걸 / WM엔터테인먼트,per:employee_of,6
27298,미나미 / みなみ,per:alternate_names,12
27299,문재인 / 더불어민주당,per:employee_of,6
27300,스테판 사비치 / 아틀레티코 마드리드,per:employee_of,6
27301,유니클로 / 야나이 다다시,no_relation,0
27302,공손연 / 위나라,no_relation,0
27303,메이쇼 천황 / 1624년 1월 9일,per:date_of_birth,25
27304,협성대 / 감리교,org:political/religious_affiliation,19
27305,김성태 / 자유한국당,per:employee_of,6
27306,삼성전기 / 이윤태,org:top_members/employees,1
27307,창빈 안씨 / 안탄대,per:parents,21
27308,엘패소 / 텍사스주,org:place_of_headquarters,7
27309,하희라 / 최수종,per:spouse,17
27310,박문성 / 달수네,per:alternate_names,12
27311,야스민 쿠르티치 / 미드필더,per:title,4
27312,요리스 마테이선 / 네덜란드,per:employee_of,6
27313,송가인 / 트로트,no_relation,0
27314,열린우리당 / 장영달,org:top_members/employees,1
27315,고흥군 / 송귀근,org:top_members/employees,1
27316,이수만 / SM엔터테인먼트,per:employee_of,6
27317,새정치국민회의 / 김대중,org:top_members/employees,1
27318,짐바브웨 아프리카 민족 연맹 애국 전선 / 로버트 무가베,org:top_members/employees,1
27319,전희경 / 대변인,per:title,4
27320,한국에너지공단 / 산업통상자원부,no_relation,0
27321,장병완 / 광주 동구,per:place_of_residence,11
27322,정동영 / 민생당,per:employee_of,6
27323,한국토지주택공사 / 변창흠,org:top_members/employees,1
27324,에가와 스구루 / 1955년 5월 25일,per:date_of_birth,25
27325,자유민주연합 / 자민련,no_relation,0
27326,요한 9세 / 베네딕토 4세,no_relation,0
27327,순천대 / 고영진,org:top_members/employees,1
27328,고창북고등학교 / 전삼식,org:top_members/employees,1
27329,프리메라 디비시온 페메니나 / 스페인,org:place_of_headquarters,7
27330,전희경 / 대변인,per:title,4
27331,정부령 / 정공저,per:parents,21
27332,동서대학교 / 장제국,org:top_members/employees,1
27333,MC몽 / 밀리언마켓,per:employee_of,6
27334,고든 브라운 / 노동당,per:employee_of,6
27335,야로스와프 카친스키 / 레흐 카친스키,per:siblings,16
27336,아시카가 다카우지 / 무로마치 막부,per:product,8
27337,성남시 / 경기도,org:member_of,20
27338,삼성전자 / 그랑데 건조기,org:product,3
27339,탬파베이 레이스 / 2011,no_relation,0
27340,조선인민군 / 조선민주주의인민공화국,org:member_of,20
27341,진보신당 / 사회민주주의,no_relation,0
27342,렌나르트 토르스텐손 / 스웨덴 육군,per:employee_of,6
27343,고신대학교 / 대한예수교장로회,no_relation,0
27344,러시아 차르국 / 모스크바,org:alternate_names,5
27345,NC 다이노스 / 경상남도 창원시,org:place_of_headquarters,7
27346,로디지아 / 이언 스미스,org:top_members/employees,1
27347,선진통일당 / 이인제,org:top_members/employees,1
27348,시카고 불스 / 동부 컨퍼런스,org:member_of,20
27349,마리오 / 버섯 왕국,per:place_of_residence,11
27350,도쿠가와 히데타다 / 에도 막부,per:employee_of,6
27351,AS 모나코 FC / 박주영,org:top_members/employees,1
27352,장정숙 / 비례대표,per:title,4
27353,호러스 그랜트 언더우드 / 장로교,per:religion,29
27354,노무현 / 대한민국,per:origin,15
27355,정배우 / 정용재,per:alternate_names,12
27356,존 스탁스 / 슈팅 가드,per:title,4
27357,박대출 / 자유한국당,per:employee_of,6
27358,홍원기 / 고려대,per:schools_attended,23
27359,사마사 / 사마의,per:parents,21
27360,강수지 / 서울특별시 용산구,per:place_of_birth,26
27361,DB금융투자 / 12월,no_relation,0
27362,데일리언 앳킨슨 / 잉글랜드,per:place_of_residence,11
27363,박준우 / 박근혜,per:colleagues,14
27364,고트프리트 빌헬름 라이프니츠 / 철학자,per:title,4
27365,카디비 / Cardi B,per:alternate_names,12
27366,새정치국민회의 / 김대중,org:top_members/employees,1
27367,나쓰메 소세키 / 소설가,per:title,4
27368,부산교육대학교 / 오세복,org:top_members/employees,1
27369,FC 서울 / 2000,no_relation,0
27370,레이철 양키 / 버밍엄 시티,no_relation,0
27371,김상곤 / 문재인,per:colleagues,14
27372,프리미어리그 / 잉글랜드,org:place_of_headquarters,7
27373,김성태 / 자유한국당,no_relation,0
27374,레슬리 그로브스 / 맨해튼 계획,per:product,8
27375,안도 다다오 / 1941년 9월 13일,per:date_of_birth,25
27376,고켄 천황 / 쇼무 천황,no_relation,0
27377,최능익 / 1889년 11월 24일,per:date_of_birth,25
27378,신세계 / 정용진,org:top_members/employees,1
27379,박윤국 / 포천시장,per:title,4
27380,신익희 / 김규식,per:colleagues,14
27381,콜롬비아 / 2003년 FIFA 컨페더레이션스컵,no_relation,0
27382,한국환경공단 / 환경부,no_relation,0
27383,더불어민주당 / 우원식,org:top_members/employees,1
27384,현대자동차 / 정몽구,org:top_members/employees,1
27385,현대차 그룹 / 현대모비스,no_relation,0
27386,백골부대 / 강원도 철원군,org:place_of_headquarters,7
27387,윤영선 / 단국대학교,per:schools_attended,23
27388,광주광역시 / 이용섭,org:top_members/employees,1
27389,김태흠 / 자유한국당,per:employee_of,6
27390,강혜정 / 타블로,per:spouse,17
27391,화순군 / 구충곤,org:top_members/employees,1
27392,데이비드 흄 / 1711년 4월 26일,per:date_of_birth,25
27393,루이 2세 당주 / 욜란다 데 아라곤,per:spouse,17
27394,동아제약 / 최호진,org:top_members/employees,1
27395,김무열 / 윤승아,per:spouse,17
27396,백종원 / 더본코리아,per:employee_of,6
27397,이소정 / KBS,per:employee_of,6
27398,안산 그리너스 FC / K리그 챌린지,org:member_of,20
27399,,org:alternate_names,5
27400,노다 메구미 / 노다메,no_relation,0
27401,전태일 / 감리교,per:religion,29
27402,베렝가리오 1세 / 루돌푸스 2세,no_relation,0
27403,통일민주당 / 김영삼,org:top_members/employees,1
27404,린셰핑 FC / 다말스벤스칸,org:member_of,20
27405,베네치아 FC / 이탈리아,org:place_of_headquarters,7
27406,킨죠 스카이 / JO1,per:employee_of,6
27407,안드리네 헤게르베르그 / 노르웨이,per:origin,15
27408,아이유 / 이지은,per:alternate_names,12
27409,캐세이퍼시픽 / 1946년,org:founded,18
27410,권현빈 / 1997년 3월 4일,per:date_of_birth,25
27411,AB인베브 / 벨기에,no_relation,0
27412,남양유업 / 홍원식,org:top_members/employees,1
27413,안재홍 / 언론인,per:title,4
27414,한국자산관리공사 / 문성유,org:top_members/employees,1
27415,김우빈 / 김현중,per:alternate_names,12
27416,김정숙 / 문재인,per:spouse,17
27417,부산항만공사 / 해양수산부,no_relation,0
27418,여운형 / 독립운동가,per:title,4
27419,해남군 / 전라남도,org:member_of,20
27420,시마다 유스케 / 오미야 아르디자,per:employee_of,6
27421,김수근 / 건축가,per:title,4
27422,브라가 / 포르투갈,org:place_of_headquarters,7
27423,아틀레티코 마드리드 / 2012,no_relation,0
27424,샤를 6세 / 샤를 7세,per:children,10
27425,셀타 비고 / 프리메라리가,org:member_of,20
27426,유엔사령부 / 주한 미군,no_relation,0
27427,한국표준과학연구원 / 박상열,org:top_members/employees,1
27428,김희선 / 대한제국,no_relation,0
27429,한나라당 / 통합민주당,no_relation,0
27430,이스라엘 / 공화국,org:political/religious_affiliation,19
27431,한신대 / 연규홍,org:top_members/employees,1
27432,오영종 / 프로토스,no_relation,0
27433,김민아 / 대한민국,no_relation,0
27434,AC 밀란 / 스타디오 주세페 메아차,org:product,3
27435,서울중앙지방법원 / 서울고등법원,no_relation,0
27436,트리니 콴 / 옐로우 레인저,per:alternate_names,12
27437,AS 로마 / 이탈리아,org:place_of_headquarters,7
27438,빅히트 엔터테인먼트 / 방시혁,org:top_members/employees,1
27439,헬로비너스 / 2012년,no_relation,0
27440,두산 베어스 / 2009년,no_relation,0
27441,유벤투스 / 알리안츠 스타디움,no_relation,0
27442,인테르 밀란 / 안토니오 콘테,org:top_members/employees,1
27443,올림픽 위원회 / IOC,org:alternate_names,5
27444,노석환 / 관세청장,per:title,4
27445,K리그 / AFC,no_relation,0
27446,카를로 3세 / 나폴리,per:employee_of,6
27447,의열단 / 김원봉,org:top_members/employees,1
27448,IOC / 토마스 바흐,org:top_members/employees,1
27449,유아인 / 엄홍식,per:alternate_names,12
27450,멜로망스 / 김민석,per:employee_of,6
27451,버니 토핀 / 프로듀서,no_relation,0
27452,리처드 3세 / 헨리 7세,no_relation,0
27453,경남대학교 / 박재규,org:top_members/employees,1
27454,알베르트 아인슈타인 / 1955년 4월 18일,per:date_of_death,24
27455,,per:date_of_death,24
27456,경인TV / OBS,org:member_of,20
27457,새정치국민회의 / 김대중,org:top_members/employees,1
27458,송시열 / 송갑조,per:parents,21
27459,경성대학교 / 송수건,org:top_members/employees,1
27460,스티브 배넌 / 공화당,no_relation,0
27461,공화당 / 도널드 트럼프,org:top_members/employees,1
27462,빙그레 이글스 / 1986년,no_relation,0
27463,얼 후커 / 블루스,no_relation,0
27464,샤론 카터 / 캡틴 아메리카,no_relation,0
27465,오스트리아 헝가리 제국 / 프란츠 요제프 1세,org:top_members/employees,1
27466,김오수 / 법무부 차관,per:title,4
27467,킹스 칼리지 런던 / 1829년,org:founded,18
27468,르로이 사네 / 샬케 04,per:employee_of,6
27469,당나라 / 수나라,no_relation,0
27470,해양수산부 / 해수부,org:alternate_names,5
27471,판딘풍 / 베트남,per:origin,15
27472,존 베이너 / 공화당,per:employee_of,6
27473,고병운 / 대한민국,per:place_of_residence,11
27474,조지 가모프 / 랠프 애셔 앨퍼,no_relation,0
27475,부산교통공사 / 부산 도시철도 1호선,org:members,2
27476,사회당 / 사회민주주의,org:political/religious_affiliation,19
27477,고양교육지원청 / 경기도교육청,no_relation,0
27478,루뱅 가톨릭 대학교 / 벨기에,no_relation,0
27479,장룡식 / 조선인민군공훈국가합창단,per:employee_of,6
27480,LG 치타스 / 서울특별시,org:place_of_headquarters,7
27481,유은혜 / 교육부,per:employee_of,6
27482,이기붕 / 박마리아,per:spouse,17
27483,K3리그 베이직 / K3리그 어드밴스,no_relation,0
27484,남이관 / 1839년 9월 26일,per:date_of_death,24
27485,다비드 데 헤아 / 골키퍼,no_relation,0
27486,한국은행 / 구용서,org:top_members/employees,1
27487,광주광역시 / 이용섭,org:top_members/employees,1
27488,알리송 베케르 / 골키퍼,per:title,4
27489,카투사 / 캠프 험프리스,org:place_of_headquarters,7
27490,이춘재 / 연쇄살인,no_relation,0
27491,광주광역시 / 이용섭,org:top_members/employees,1
27492,한경직 / 장로교,no_relation,0
27493,랄라스윗 / Your Summer,per:employee_of,6
27494,괴테대학교 / 프랑크푸르트,org:place_of_headquarters,7
27495,알렉산더 폰 훔볼트 / 1859년 5월 6일,per:date_of_death,24
27496,화순군 / 구충곤,org:top_members/employees,1
27497,마스터카드 월드와이드 / 미국 뉴욕주 퍼처스,org:place_of_headquarters,7
27498,익산시 / 정헌율,org:top_members/employees,1
27499,양준아 / 1989년 6월 13일,per:date_of_birth,25
27500,K 리그 / 1983년,org:founded,18
27501,주다스 프리스트 / 헤비 메탈,per:product,8
27502,새정치국민회의 / 김대중,org:top_members/employees,1
27503,새천년민주당 / 열린우리당,no_relation,0
27504,최광식 / 이명박 정부,per:employee_of,6
27505,대한항공 / 조양호,org:top_members/employees,1
27506,김승규 / 골키퍼,per:title,4
27507,조선대학교 / 광주광역시 동구,no_relation,0
27508,앨프렛 레논 / 영국 해군,per:origin,15
27509,LG이노텍 / 정철동,org:top_members/employees,1
27510,해리 케인 / Harry Edward Kane,per:alternate_names,12
27511,전이경 / 1998년,no_relation,0
27512,JB금융지주 / 김기홍,org:top_members/employees,1
27513,국제 축구 연맹 / FIFA,org:alternate_names,5
27514,조원태 / 이명희,no_relation,0
27515,모리 신이치 / 2011년,no_relation,0
27516,베이카우스리가 / 위쾨넨,no_relation,0
27517,중앙즉응집단 / 방위대신,org:member_of,20
27518,이용휘 / 1962년 2월 20일,per:date_of_birth,25
27519,이하늘 / DJ DOC,per:employee_of,6
27520,신안군 / 박우량,org:top_members/employees,1
27521,알리시아 아만다 비칸데르 / 스웨덴,per:origin,15
27522,김인규 / 하이트진로,per:employee_of,6
27523,시미켄 / AV 배우,per:title,4
27524,이봉주 / 마라톤,per:title,4
27525,해남군 / 명현관,org:top_members/employees,1
27526,건양대병원 / 건양대학교,org:alternate_names,5
27527,라울 알비올 / 수비수,per:title,4
27528,영락제 / 인효문황후,no_relation,0
27529,신생당 / 1993년 6월 23일,org:founded,18
27530,유니세프 / 한국위원회,org:members,2
27531,경기도 / 031,no_relation,0
27532,오뚜기 / 함태호,no_relation,0
27533,김정일 / 조선노동당,per:employee_of,6
27534,서울대학교 / 1946년,no_relation,0
27535,숙의 범씨 / 1838년,per:date_of_birth,25
27536,오재일 / 1루수,per:title,4
27537,이와사키 시게루 / 막료장,per:title,4
27538,사쿠라다 네네 / 정유미,no_relation,0
27539,정복동 / 김병철,no_relation,0
27540,유네스코 / 인류무형문화유산,org:product,3
27541,네덜란드 / 1814년,no_relation,0
27542,황의조 / 지롱댕 보르도,per:employee_of,6
27543,브래드 리틀 / 뮤지컬 배우,per:title,4
27544,우치 히로키 / 1986년 9월 10일,per:date_of_birth,25
27545,다보르 슈케르 / 크로아티아,per:origin,15
27546,찰리 쉬렉 / NC 다이노스,per:employee_of,6
27547,민주평화당 / 정동영,org:top_members/employees,1
27548,한다감 / 비비엔터테인먼트,per:employee_of,6
27549,장윤정 / 도경완,per:spouse,17
27550,신한국당 / 이회창,org:top_members/employees,1
27551,빈지노 / 재지팩트,no_relation,0
27552,김삼화 / 비례대표,per:title,4
27553,데이아네이라 / 칼리돈,per:origin,15
27554,고은별 / 배드민턴,no_relation,0
27555,박양우 / 문화체육관광부장관,per:title,4
27556,고르바초프 / 콘스탄틴 체르넨코,no_relation,0
27557,히틀러 / 헤르만 괴링,per:colleagues,14
27558,한라홀딩스 / 자동차부품,org:product,3
27559,한신 타이거스 / 2003,no_relation,0
27560,아돌프 히틀러 / 제1차 세계 대전,no_relation,0
27561,부산과학기술대학교 / 강기성,org:top_members/employees,1
27562,정태인 / 경제학자,per:title,4
27563,김진숙 / 대한민국,per:place_of_residence,11
27564,고양 원더스 / 2011년,no_relation,0
27565,장쩌민 / 중국공산당,per:employee_of,6
27566,뉴욕 양키스 / 2019,no_relation,0
27567,정동영 / 노무현,no_relation,0
27568,이토 히로부미 / 1909년 10월 26일,per:date_of_death,24
27569,리처드 파인만 / 물리학자,no_relation,0
27570,고리원전 / 한국수력원자력,org:member_of,20
27571,소영민 / 제31보병사단장,per:title,4
27572,한신대학교 / 연규홍,org:top_members/employees,1
27573,베아트리체 데스테 / 밀라노,per:place_of_residence,11
27574,국제축구연맹 / FIFA,org:alternate_names,5
27575,미국 가톨릭 대학교 / 1887년,org:founded,18
27576,비틀즈 / 존 레논,per:employee_of,6
27577,콜로 투레 / 센터백,no_relation,0
27578,이숭용 / 1971년 3월 10일,per:date_of_birth,25
27579,JYP엔터테인먼트 / 박진영,org:top_members/employees,1
27580,동서대학교 / 장제국,org:top_members/employees,1
27581,FNC엔터테인먼트 / 173940,org:alternate_names,5
27582,민주당 / 2016년,no_relation,0
27583,강혁민 / 유튜버,per:title,4
27584,성남 일화 / K리그1,org:member_of,20
27585,정득후 / 1389년,no_relation,0
27586,영광군 / 참조기,no_relation,0
27587,지롱드당 / 자코뱅,no_relation,0
27588,조선민족청년단 / 이범석,org:top_members/employees,1
27589,유희열 / 청운동,per:place_of_birth,26
27590,스티브 바라캇 / 캐나다,per:origin,15
27591,경창군 / 1596년 음력 9월 23일,per:date_of_birth,25
27592,진지왕 / 진평왕,no_relation,0
27593,더 코리스 / 스코틀랜드,org:place_of_headquarters,7
27594,김유식 / 디시인사이드,no_relation,0
27595,테워드로스 아드하놈 거브러여수스 / 세계보건기구,per:employee_of,6
27596,국가안보실 / 정의용,org:top_members/employees,1
27597,신세계 / SSG닷컴,org:members,2
27598,김건모 / 1968년 1월 13일,per:date_of_birth,25
27599,루카 모드리치 / 레알 마드리드,per:employee_of,6
27600,인천 대한항공 점보스 / 2007,no_relation,0
27601,대한항공 / 한진그룹,no_relation,0
27602,조희대 / 대법관,per:title,4
27603,김정호 / 국회의원,per:title,4
27604,캐나다 / 토론토,org:members,2
27605,캐런 카니 / 잉글랜드,per:origin,15
27606,경성축구단 / 1933년,no_relation,0
27607,사회당 / 노동당,no_relation,0
27608,유동수 / 더불어민주당,per:employee_of,6
27609,황영시 / 육군참모총장,per:title,4
27610,고양교육청 / 고양교육지원청,org:alternate_names,5
27611,KBS / 한국방송공사,org:alternate_names,5
27612,서청원 / 우리공화당,per:employee_of,6
27613,이태승 / 마루기획,per:employee_of,6
27614,백두현 / 고성군,per:place_of_residence,11
27615,장덕도서관 / 광산구,org:place_of_headquarters,7
27616,국제수영연맹 / FINA,org:alternate_names,5
27617,박지성 / PSV,per:employee_of,6
27618,엔씨소프트 / 리니지2M,org:product,3
27619,부산과학기술대학교 / 강기성,org:top_members/employees,1
27620,삼성전자 / LSI,org:product,3
27621,부구욱 / 영산대학교,per:employee_of,6
27622,요코하마 F. 마리노스 / 2003,no_relation,0
27623,니카이 토시히로 / 자유민주당,per:employee_of,6
27624,네이버 / 한성숙,org:top_members/employees,1
27625,기술보증기금 / 중소벤처기업부,no_relation,0
27626,송제헌 / 포항 스틸러스,per:employee_of,6
27627,미래통합당 / 미래한국당,org:members,2
27628,자멘호프 / 유대인,per:origin,15
27629,요코하마 / 가나가와현,org:place_of_headquarters,7
27630,한인사회당 / 이동휘,org:top_members/employees,1
27631,오또맘 / 오태화,per:alternate_names,12
27632,레기오날리가 / 오베르리가,no_relation,0
27633,울산 현대미포 / 돌고래,no_relation,0
27634,웨스턴 시드니 원더러스 FC / 2014,no_relation,0
27635,권순일 / 어반자카파,per:employee_of,6
27636,조봉암 / 초대 농림부 장관,no_relation,0
27637,요한네스 2세 / 알렉시우스 1세,no_relation,0
27638,시드니 FC / A리그,org:member_of,20
27639,핑거 일레븐 / 캐나다,org:place_of_headquarters,7
27640,오슬로 대학 / 노르웨이,org:place_of_headquarters,7
27641,후지타 모토시 / 1996년,no_relation,0
27642,나치 독일 / 대통령,no_relation,0
27643,모스크바 / 러시아,no_relation,0
27644,민주당 / 신민당,no_relation,0
27645,영광군 / 김준성,org:top_members/employees,1
27646,유호석 / 클릭비,per:employee_of,6
27647,외교부 / 강경화,org:top_members/employees,1
27648,이소연 / 연구원,per:title,4
27649,아벌 타스만 / 네덜란드,per:origin,15
27650,여수시 / 권오봉,org:top_members/employees,1
27651,나주시 / 강인규,org:top_members/employees,1
27652,유타 재즈 / 노스웨스트 디비전,org:member_of,20
27653,전북 현대 모터스 / 2006,no_relation,0
27654,시리아 / 다마스쿠스,org:members,2
27655,조선민족청년단 / 이범석,org:top_members/employees,1
27656,이익상 / 1935년 4월 19일,per:date_of_death,24
27657,리처드 3세 / 에드워드 5세,no_relation,0
27658,칭화 대학 / 베이징,org:place_of_headquarters,7
27659,내무인민위원회 / 1946년,org:dissolved,22
27660,통합진보당 / 이정희,org:top_members/employees,1
27661,포항 스틸러스 / 2007,no_relation,0
27662,유벤투스 / 토리노,org:place_of_headquarters,7
27663,로이 마카이 / 네덜란드,per:origin,15
27664,인피니트 / 울림 엔터테인먼트,per:employee_of,6
27665,현대위아 / 김경배,org:top_members/employees,1
27666,우효광 / 추자현,per:spouse,17
27667,아시아나항공 / 1988년,org:founded,18
27668,문교부 / 교육부,org:alternate_names,5
27669,샤론 카터 / 캡틴 아메리카,no_relation,0
27670,변재일 / 더불어민주당,per:employee_of,6
27671,경남대학교 / 박재규,org:top_members/employees,1
27672,아시아나항공 / HDC현대산업개발,no_relation,0
27673,만하임 / 바덴뷔르템베르크 주,org:place_of_headquarters,7
27674,필리프 1세 / 카페 왕조,per:origin,15
27675,나주시 / 강인규,org:top_members/employees,1
27676,국립중앙도서관 / 서혜란,org:top_members/employees,1
27677,"오스트리아 / 7,000명",no_relation,0
27678,천안 현대캐피탈 스카이워커스 / 2008,no_relation,0
27679,서인영 / 쥬얼리,per:employee_of,6
27680,사나다 가문 / 진전씨,org:alternate_names,5
27681,핀인당 / 유시 할라아호,org:top_members/employees,1
27682,석가모니 / 야쇼다라,no_relation,0
27683,로자 보뇌르 / 1822년 3월 16일,per:date_of_birth,25
27684,고이케 유리코 / 도쿄도지사,per:title,4
27685,샤를 8세 / 루이 11세,per:parents,21
27686,뉴사우스웨일스 / 오스트레일리아,org:member_of,20
27687,SG 워너비 / BoA THE LIVE in Billboard Live,no_relation,0
27688,칼리 로이드 / 애틀랜타 비트,per:employee_of,6
27689,경찰청 / 행정안전부,no_relation,0
27690,대한항공 / 한진그룹,org:member_of,20
27691,매들립 / 프로듀서,per:title,4
27692,인천공항공사 / 인천국제공항,org:members,2
27693,조선축구단 / 1935년,no_relation,0
27694,롯데그룹 / 신동빈,org:top_members/employees,1
27695,담양군 / 대나무,no_relation,0
27696,연대자유노조 / 레흐 바웬사,org:top_members/employees,1
27697,짐바브웨 / 로버트 무가베,org:top_members/employees,1
27698,명성황후 / 여흥 민씨,per:origin,15
27699,에이브러햄 링컨 / 공화당,per:employee_of,6
27700,도쿠가와 이에모치 / 에도 막부,per:employee_of,6
27701,동양방송 / TBC,org:alternate_names,5
27702,김택형 / 넥센 히어로즈,no_relation,0
27703,CJ프레시웨이 / CJ제일제당,no_relation,0
27704,현대산업개발 / 아이파크,org:product,3
27705,배트맨 / 자경단,per:employee_of,6
27706,송혜교 / UAA코리아,per:employee_of,6
